what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1338392370217
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1338392371944
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1338392377090
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1338392379860
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338392381601
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338392826284
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338392837646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338392947316
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338392947686
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338392953174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393051378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393180053
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393191801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393252137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393254214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393258802
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393258967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393261893
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393262326
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393262380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393264998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393268947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393274236
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393279578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393281364
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393283913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393324552
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393330129
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1338393366271
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338393380801
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393381777
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393385469
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338393386507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393388882
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338393390605
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393390706
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1338393402021
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338393402637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1338393405327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338393408871
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338393410833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395284696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395287506
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395301911
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395366770
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1338395369675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338395371558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395373853
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338395377106
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338395377242
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1338395380725
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338395381605
