what,kind,bundleId,bundleVersion,description,time
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398680484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398688699
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398690658
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398693555
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338398693705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398699712
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398719876
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1338398735766
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1338398736474
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398738807
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1338398750873
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1338398751579
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398753701
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398753870
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398754050
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398754265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398755140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398761193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398763826
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398764031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398768292
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398768537
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1338398769498
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398770371
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398771994
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398774295
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338398776220
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398777695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398779344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398781749
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338398781832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338398786071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338398790094
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399008545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399013526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399017460
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338399017570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338399036504
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1338399041989
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338399050678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399050785
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399057016
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338399057142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399058887
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399059353
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399059453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399062712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399063869
activated,view,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.PaletteView",1338399078330
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338399096133
activated,view,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.PaletteView",1338399116567
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338399118862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399119174
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338399122552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399141308
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399155587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399156380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399156574
activated,view,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.PaletteView",1338399164650
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1338399166834
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399167120
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399180626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399183249
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399192274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399194384
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399211222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399215508
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338399226585
started,bundle,com.instantiations.designer.swing.FormLayout.lib,8.1.0.r36x201010220722,"com.instantiations.designer.swing.FormLayout.lib",1338399237897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1338399241108
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1338399242762
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1338399246003
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338399247605
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338399247702
